FID,Id,ORIG_FID,FID_FTroad,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Leng,level,Shape_Le_1,POINT_X,POINT_Y
220,0,453,449,97520170,5115,tertiary,石厦‎街, ,B,0,0,F,F,0.007221718,1,0.002733105,114.0485724,22.52019191
221,0,453,449,97520170,5115,tertiary,石厦‎街, ,B,0,0,F,F,0.007221718,1,0.002733105,114.0485888,22.51921832
222,0,458,191,40977702,5113,primary,益田路, ,F,0,0,F,F,0.002566333,1,0.00250771,114.0510714,22.52022527
223,0,458,191,40977702,5113,primary,益田路, ,F,0,0,F,F,0.002566333,1,0.00250771,114.0509998,22.51925418
224,0,459,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.002587179,114.0495297,22.52118019
225,0,459,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.002587179,114.0505033,22.5211949
226,0,467,2719,1182265903,5114,secondary, , ,F,0,0,F,F,0.003396332,1,0.00202954,114.0719872,22.52031181
227,0,467,2719,1182265903,5114,secondary, , ,F,0,0,F,F,0.003396332,1,0.00202954,114.0729067,22.52018207
228,0,469,2719,1182265903,5114,secondary, , ,F,0,0,F,F,0.003396332,1,0.001420335,114.0730152,22.52068832
229,0,472,1796,996181393,5133,primary_link, , ,F,0,0,F,F,0.000966947,1,0.001035177,114.0415217,22.52067256
230,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.0387911,22.518115
231,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.0379375,22.51858351
232,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.0370836,22.51905158
233,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.0362175,22.51949295
234,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.0354113,22.52002619
235,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.034857,22.52077282
236,0,482,534,217649987,5115,tertiary,金地一路, ,B,0,0,F,F,0.006847817,1,0.006904226,114.0348026,22.52172756
237,0,484,998,564113275,5113,primary, , ,F,0,0,F,F,0.001441673,1,0.001462869,114.0705646,22.52111122
238,0,485,705,273649888,5131,motorway_link, , ,F,0,1,T,F,0.001047028,1,0.001048028,114.0641868,22.52142898
239,0,490,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.005506947,114.0441881,22.52200956
240,0,490,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.005506947,114.0451378,22.52179474
241,0,490,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.005506947,114.0460454,22.52145561
242,0,490,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.005506947,114.0469447,22.52112292
243,0,490,543,220799849,5115,tertiary,石厦‎路, ,B,0,0,F,F,0.008032574,1,0.005506947,114.047918,22.52114962
244,0,492,1797,996181394,5113,primary,新洲路, ,F,0,0,F,F,0.004781691,1,0.001143428,114.0422331,22.52177287
245,0,496,255,41019606,5111,motorway,京港澳高速,G4,F,0,1,T,F,0.005832588,1,0.001729611,114.0646253,22.52223761
246,0,497,1787,974891654,5115,tertiary, , ,F,0,0,F,F,0.007634201,1,0.002563806,114.0649992,22.52160395
247,0,497,1787,974891654,5115,tertiary, , ,F,0,0,F,F,0.007634201,1,0.002563806,114.0658866,22.52124383
248,0,500,1787,974891654,5115,tertiary, , ,F,0,0,F,F,0.007634201,1,0.001996903,114.068277,22.52069937
249,0,500,1787,974891654,5115,tertiary, , ,F,0,0,F,F,0.007634201,1,0.001996903,114.0690445,22.52101643
250,0,502,1787,974891654,5115,tertiary, , ,F,0,0,F,F,0.007634201,1,0.001961873,114.0695271,22.52218135
251,0,502,1787,974891654,5115,tertiary, , ,F,0,0,F,F,0.007634201,1,0.001961873,114.0700152,22.52301937
252,0,503,901,478978948,5113,primary, , ,F,0,0,F,F,0.001089685,1,0.001087093,114.0715094,22.52226547
253,0,506,353,46875310,5113,primary, , ,F,0,0,F,F,0.004697808,1,0.003393574,114.0643338,22.5225427
254,0,506,353,46875310,5113,primary, , ,F,0,0,F,F,0.004697808,1,0.003393574,114.063718,22.52178854
255,0,506,353,46875310,5113,primary, , ,F,0,0,F,F,0.004697808,1,0.003393574,114.0630983,22.52103753
256,0,507,535,217650944,5115,tertiary,沙尾路, ,B,0,0,F,F,0.003138835,1,0.002734025,114.0362816,22.52278428
257,0,507,535,217650944,5115,tertiary,沙尾路, ,B,0,0,F,F,0.003138835,1,0.002734025,114.0354685,22.52224864
258,0,508,1801,996181401,5113,primary,益田路, ,F,0,0,F,F,0.002133108,1,0.002133112,114.051228,22.52235262
259,0,508,1801,996181401,5113,primary,益田路, ,F,0,0,F,F,0.002133108,1,0.002133112,114.0511565,22.52138153
260,0,509,2376,1051282797,5113,primary,福强路, ,F,0,0,F,F,0.003866752,1,0.003668826,114.0403407,22.52200428
261,0,509,2376,1051282797,5113,primary,福强路, ,F,0,0,F,F,0.003866752,1,0.003668826,114.039488,22.52247453
262,0,509,2376,1051282797,5113,primary,福强路, ,F,0,0,F,F,0.003866752,1,0.003668826,114.0386354,22.52294483
263,0,517,500,135960933,5113,primary, , ,F,0,1,T,F,0.004067827,1,0.001264651,114.0658255,22.52348132
264,0,523,155,40954697,5115,tertiary,沙嘴路, ,F,0,0,F,F,0.003835615,1,0.003291638,114.030493,22.52309778
265,0,523,155,40954697,5115,tertiary,沙嘴路, ,F,0,0,F,F,0.003835615,1,0.003291638,114.0299531,22.52228745
266,0,523,155,40954697,5115,tertiary,沙嘴路, ,F,0,0,F,F,0.003835615,1,0.003291638,114.0294132,22.5214771
267,0,524,2362,1051282781,5115,tertiary,金地一路, ,B,0,0,F,F,0.004251283,1,0.004320168,114.0339605,22.52228655
268,0,524,2362,1051282781,5115,tertiary,金地一路, ,B,0,0,F,F,0.004251283,1,0.004320168,114.0331167,22.52277242
269,0,524,2362,1051282781,5115,tertiary,金地一路, ,B,0,0,F,F,0.004251283,1,0.004320168,114.0322611,22.52323733
270,0,524,2362,1051282781,5115,tertiary,金地一路, ,B,0,0,F,F,0.004251283,1,0.004320168,114.0314055,22.52370224
271,0,532,451,97522107,5115,tertiary,皇岗公园街, ,B,0,0,F,F,0.008514172,1,0.005673341,114.0555021,22.5206739
272,0,532,451,97522107,5115,tertiary,皇岗公园街, ,B,0,0,F,F,0.008514172,1,0.005673341,114.0546084,22.52099278
273,0,532,451,97522107,5115,tertiary,皇岗公园街, ,B,0,0,F,F,0.008514172,1,0.005673341,114.0539321,22.52169303
274,0,532,451,97522107,5115,tertiary,皇岗公园街, ,B,0,0,F,F,0.008514172,1,0.005673341,114.0536759,22.52259606
275,0,532,451,97522107,5115,tertiary,皇岗公园街, ,B,0,0,F,F,0.008514172,1,0.005673341,114.0540344,22.52349691
276,0,533,352,46875309,5115,tertiary,百合三路, ,F,0,0,F,F,0.001914256,1,0.001914256,114.069267,22.52400572
277,0,539,1740,960020011,5114,secondary, , ,F,0,0,F,F,0.003713195,1,0.001258793,114.0731009,22.52409032
278,0,540,1740,960020011,5114,secondary, , ,F,0,0,F,F,0.003713195,1,0.002690695,114.0730275,22.52300985
279,0,540,1740,960020011,5114,secondary, , ,F,0,0,F,F,0.003713195,1,0.002690695,114.0727048,22.52209173
280,0,542,1784,974372191,5113,primary, , ,F,0,0,F,F,0.006201335,1,0.001731845,114.0653382,22.52397994
281,0,545,354,46875334,5131,motorway_link, , ,F,0,1,T,F,0.001896271,1,0.001061285,114.0667394,22.5249928
282,0,550,390,74017041,5113,primary, , ,F,0,0,F,F,0.003035044,1,0.001243005,114.0720182,22.52357235
283,0,553,1800,996181400,5113,primary,益田路, ,F,0,0,F,F,0.002014312,1,0.001994197,114.0513745,22.52434143
284,0,553,1800,996181400,5113,primary,益田路, ,F,0,0,F,F,0.002014312,1,0.001994197,114.051303,22.52337034
285,0,554,1797,996181394,5113,primary,新洲路, ,F,0,0,F,F,0.004781691,1,0.003151259,114.0438058,22.52450053
286,0,554,1797,996181394,5113,primary,新洲路, ,F,0,0,F,F,0.004781691,1,0.003151259,114.0433676,22.52363096
287,0,554,1797,996181394,5113,primary,新洲路, ,F,0,0,F,F,0.004781691,1,0.003151259,114.0428682,22.52279552
288,0,556,464,130965707,5113,primary,金田路, ,F,0,0,F,F,0.004157922,1,0.004158122,114.0600227,22.52460923
289,0,556,464,130965707,5113,primary,金田路, ,F,0,0,F,F,0.004157922,1,0.004158122,114.0602716,22.52366787
290,0,556,464,130965707,5113,primary,金田路, ,F,0,0,F,F,0.004157922,1,0.004158122,114.0605231,22.52272718
291,0,556,464,130965707,5113,primary,金田路, ,F,0,0,F,F,0.004157922,1,0.004158122,114.0607693,22.52178512
292,0,557,259,41019611,5113,primary,福强路, ,F,0,0,F,F,0.005483075,1,0.004874089,114.0631517,22.52463795
293,0,557,259,41019611,5113,primary,福强路, ,F,0,0,F,F,0.005483075,1,0.004874089,114.0629912,22.5236797
294,0,557,259,41019611,5113,primary,福强路, ,F,0,0,F,F,0.005483075,1,0.004874089,114.0626054,22.52278803
295,0,557,259,41019611,5113,primary,福强路, ,F,0,0,F,F,0.005483075,1,0.004874089,114.0620328,22.52200242
296,0,557,259,41019611,5113,primary,福强路, ,F,0,0,F,F,0.005483075,1,0.004874089,114.0613209,22.52134105
297,0,563,1816,996181418,5114,secondary,福民路, ,F,0,0,F,F,0.001178969,1,0.001178749,114.0456909,22.52572401
298,0,564,2360,1051282779,5115,tertiary,沙嘴路, ,F,0,0,F,F,0.002220736,1,0.00222515,114.0317514,22.52493261
299,0,564,2360,1051282779,5115,tertiary,沙嘴路, ,F,0,0,F,F,0.002220736,1,0.00222515,114.0311889,22.52413782
300,0,565,1818,996181422,5114,secondary,福民路, ,F,0,0,F,F,0.004192906,1,0.001814757,114.0475054,22.52574975
301,0,566,449,97520170,5115,tertiary,石厦‎街, ,B,0,0,F,F,0.007221718,1,0.004597124,114.0484953,22.52478837
302,0,566,449,97520170,5115,tertiary,石厦‎街, ,B,0,0,F,F,0.007221718,1,0.004597124,114.0485117,22.52381478
303,0,566,449,97520170,5115,tertiary,石厦‎街, ,B,0,0,F,F,0.007221718,1,0.004597124,114.0485264,22.52284117
304,0,566,449,97520170,5115,tertiary,石厦‎街, ,B,0,0,F,F,0.007221718,1,0.004597124,114.0485432,22.52186759
305,0,567,1818,996181422,5114,secondary,福民路, ,F,0,0,F,F,0.004192906,1,0.002307253,114.0498833,22.52578156
306,0,567,1818,996181422,5114,secondary,福民路, ,F,0,0,F,F,0.004192906,1,0.002307253,114.0489096,22.52576785
307,0,580,390,74017041,5113,primary, , ,F,0,0,F,F,0.003035044,1,0.001790516,114.0718089,22.52529781
308,0,583,658,245930463,5114,secondary,福民路, ,F,0,0,F,F,0.007720558,1,0.001668106,114.0527206,22.52582463
309,0,584,451,97522107,5115,tertiary,皇岗公园街, ,B,0,0,F,F,0.008514172,1,0.001659783,114.0537282,22.52515773
310,0,585,89,40828712,5113,primary, , ,F,0,0,F,F,0.0014172,1,0.001154753,113.9937883,22.52503403
311,0,594,658,245930463,5114,secondary,福民路, ,F,0,0,F,F,0.007720558,1,0.004597776,114.0573178,22.52589395
312,0,594,658,245930463,5114,secondary,福民路, ,F,0,0,F,F,0.007720558,1,0.004597776,114.0563442,22.52587925
313,0,594,658,245930463,5114,secondary,福民路, ,F,0,0,F,F,0.007720558,1,0.004597776,114.0553706,22.5258645
314,0,594,658,245930463,5114,secondary,福民路, ,F,0,0,F,F,0.007720558,1,0.004597776,114.054397,22.52584977
315,0,595,521,166998861,5115,tertiary,水围二街, ,B,0,0,F,F,0.006092852,1,0.006070485,114.0584387,22.52494869
316,0,595,521,166998861,5115,tertiary,水围二街, ,B,0,0,F,F,0.006092852,1,0.006070485,114.0585199,22.52397836
317,0,595,521,166998861,5115,tertiary,水围二街, ,B,0,0,F,F,0.006092852,1,0.006070485,114.0587305,22.52304008
318,0,595,521,166998861,5115,tertiary,水围二街, ,B,0,0,F,F,0.006092852,1,0.006070485,114.0589858,22.52211455
319,0,595,521,166998861,5115,tertiary,水围二街, ,B,0,0,F,F,0.006092852,1,0.006070485,114.0589183,22.52114442
320,0,595,521,166998861,5115,tertiary,水围二街, ,B,0,0,F,F,0.006092852,1,0.006070485,114.0589266,22.52017506
321,0,596,544,220799852,5113,primary,福强路, ,F,0,0,F,F,0.004901009,1,0.003995786,114.0358266,22.5244882
322,0,596,544,220799852,5113,primary,福强路, ,F,0,0,F,F,0.004901009,1,0.003995786,114.0349738,22.52495814
323,0,596,544,220799852,5113,primary,福强路, ,F,0,0,F,F,0.004901009,1,0.003995786,114.034121,22.52542822
324,0,596,544,220799852,5113,primary,福强路, ,F,0,0,F,F,0.004901009,1,0.003995786,114.0332701,22.52590148
325,0,597,658,245930463,5114,secondary,福民路, ,F,0,0,F,F,0.007720558,1,0.000974818,114.0582925,22.52590866
326,0,606,2086,996657797,5114,secondary,福民路, ,F,0,0,F,F,0.00312121,1,0.002631077,114.0617591,22.52594463
327,0,606,2086,996657797,5114,secondary,福民路, ,F,0,0,F,F,0.00312121,1,0.002631077,114.0607854,22.5259391
328,0,613,1737,960020006,5114,secondary, , ,F,0,0,F,F,0.002248693,1,0.002267819,114.071963,22.52543243
329,0,613,1737,960020006,5114,secondary, , ,F,0,0,F,F,0.002248693,1,0.002267819,114.0723573,22.52476021
330,0,627,988,558256824,5111,motorway,京港澳高速,G4,F,0,1,T,F,0.002951119,1,0.002143961,114.0665,22.52511278
331,0,627,988,558256824,5111,motorway,京港澳高速,G4,F,0,1,T,F,0.002951119,1,0.002143961,114.0669619,22.52596991
332,0,631,898,478740062,5113,primary, , ,F,0,0,F,F,0.001406257,1,0.001409065,114.074195,22.525792
333,0,651,1017,572614477,5113,primary,百合路, ,F,0,0,F,F,0.001985946,1,0.001054621,114.0709388,22.52597889
334,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0188003,22.52584301
335,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0195963,22.52528262
336,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0204196,22.52476304
337,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0212693,22.52428752
338,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0221212,22.52381595
339,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0229731,22.52334438
340,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.023825,22.52287281
341,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.024677,22.52240124
342,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0255289,22.52192967
343,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0263808,22.5214581
344,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0272327,22.52098653
345,0,656,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.012334784,114.0280849,22.52051553
346,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0295067,22.51973109
347,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0303585,22.51925936
348,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0312104,22.51878764
349,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0320622,22.51831592
350,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.032914,22.51784419
351,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0337659,22.51737247
352,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0346177,22.51690074
353,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0354695,22.51642902
354,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0363214,22.51595729
355,0,657,1221,687538008,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.022835958,1,0.010490258,114.0371801,22.51549865
356,0,668,706,273649896,5131,motorway_link, , ,F,0,0,F,F,0.002705925,1,0.003161941,114.0674976,22.52633259
357,0,668,706,273649896,5131,motorway_link, , ,F,0,0,F,F,0.002705925,1,0.003161941,114.0683026,22.52667325
358,0,668,706,273649896,5131,motorway_link, , ,F,0,0,F,F,0.002705925,1,0.003161941,114.0692457,22.52643693
359,0,669,702,273593614,5131,motorway_link, , ,F,0,1,T,F,0.002963605,1,0.002657968,114.0665826,22.52588996
360,0,669,702,273593614,5131,motorway_link, , ,F,0,1,T,F,0.002963605,1,0.002657968,114.0661798,22.52500355
361,0,670,1010,571669581,5113,primary, , ,F,0,0,F,F,0.002238155,1,0.002287518,113.9928559,22.52600313
362,0,670,1010,571669581,5113,primary, , ,F,0,0,F,F,0.002238155,1,0.002287518,113.9936199,22.52660054
363,0,675,1,24561417,5131,motorway_link, , ,F,0,0,F,F,0.003278037,1,0.001872934,114.0685486,22.52666698
364,0,687,69,31542519,5115,tertiary,新洲三街, ,B,0,0,F,F,0.004247965,1,0.004247965,114.0387243,22.52421902
365,0,687,69,31542519,5115,tertiary,新洲三街, ,B,0,0,F,F,0.004247965,1,0.004247965,114.0388184,22.52508809
366,0,687,69,31542519,5115,tertiary,新洲三街, ,B,0,0,F,F,0.004247965,1,0.004247965,114.03872,22.52605683
367,0,687,69,31542519,5115,tertiary,新洲三街, ,B,0,0,F,F,0.004247965,1,0.004247965,114.0386092,22.52702418
368,0,689,181,40971897,5113,primary,新洲路, ,F,0,0,F,F,0.004274808,1,0.001073195,114.0448759,22.52670322
369,0,691,355,46875335,5131,motorway_link, , ,F,0,0,F,F,0.002946347,1,0.00203755,114.0683185,22.52682483
370,0,691,355,46875335,5131,motorway_link, , ,F,0,0,F,F,0.002946347,1,0.00203755,114.0679519,22.52760899
371,0,692,545,220799854,5115,tertiary,新洲九街, ,B,0,0,F,F,0.00591455,1,0.005965016,114.0435069,22.52756748
372,0,692,545,220799854,5115,tertiary,新洲九街, ,B,0,0,F,F,0.00591455,1,0.005965016,114.042554,22.527367
373,0,692,545,220799854,5115,tertiary,新洲九街, ,B,0,0,F,F,0.00591455,1,0.005965016,114.0415985,22.5271798
374,0,692,545,220799854,5115,tertiary,新洲九街, ,B,0,0,F,F,0.00591455,1,0.005965016,114.0406265,22.52718293
375,0,692,545,220799854,5115,tertiary,新洲九街, ,B,0,0,F,F,0.00591455,1,0.005965016,114.039657,22.52727304
376,0,692,545,220799854,5115,tertiary,新洲九街, ,B,0,0,F,F,0.00591455,1,0.005965016,114.0386874,22.52736315
377,0,696,2383,1051307466,5113,primary,福强路, ,F,0,0,F,F,0.004177669,1,0.003059477,114.0313587,22.52696376
378,0,696,2383,1051307466,5113,primary,福强路, ,F,0,0,F,F,0.004177669,1,0.003059477,114.0305019,22.52742628
379,0,696,2383,1051307466,5113,primary,福强路, ,F,0,0,F,F,0.004177669,1,0.003059477,114.0296443,22.52788751
380,0,701,1775,974372181,5112,trunk,滨海大道,S550,F,0,0,F,F,0.017479059,1,0.001204583,113.9942843,22.52749903
381,0,702,2534,1067522791,5114,secondary,沙嘴路, ,F,0,0,F,F,0.002019666,1,0.001574728,114.0333953,22.52748739
382,0,704,1219,687538001,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.003514262,1,0.002268019,114.016943,22.52754862
383,0,704,1219,687538001,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.003514262,1,0.002268019,114.0176154,22.52684439
384,0,709,891,478190465,5113,primary, , ,F,0,0,F,F,0.00441299,1,0.004455792,114.0743794,22.52710646
385,0,709,891,478190465,5113,primary, , ,F,0,0,F,F,0.00441299,1,0.004455792,114.0734502,22.52739768
386,0,709,891,478190465,5113,primary, , ,F,0,0,F,F,0.00441299,1,0.004455792,114.072521,22.5276889
387,0,709,891,478190465,5113,primary, , ,F,0,0,F,F,0.00441299,1,0.004455792,114.0723883,22.52843018
388,0,710,1784,974372191,5113,primary, , ,F,0,0,F,F,0.006201335,1,0.001795529,114.0675381,22.52789157
389,0,714,1784,974372191,5113,primary, , ,F,0,0,F,F,0.006201335,1,0.001365725,114.0660262,22.52515852
390,0,716,60,27104970,5115,tertiary,福田南路, ,F,0,0,F,F,0.006062864,1,0.002913231,114.0717608,22.5278326
391,0,716,60,27104970,5115,tertiary,福田南路, ,F,0,0,F,F,0.006062864,1,0.002913231,114.0714265,22.52691807
392,0,720,145,40933475,5131,motorway_link,福田立交, ,F,0,0,F,F,0.001210907,1,0.00121283,114.0160938,22.5285384
393,0,721,143,40933473,5111,motorway,京港澳高速,G4,F,120,0,F,F,0.003546149,1,0.001167594,114.0161451,22.52852216
394,0,723,85,40828707,5132,trunk_link, , ,F,0,0,F,F,0.001039094,1,0.00104516,113.9963212,22.52909317
395,0,725,779,357768082,5112,trunk,滨海大道,S550,F,0,0,F,F,0.016652638,1,0.001873167,113.9964087,22.52883704
396,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0192011,22.52630086
397,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0199729,22.52570836
398,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0208086,22.52520879
399,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.021658,22.52473274
400,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0225088,22.52425912
401,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0233614,22.52378884
402,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0242149,22.52332013
403,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0250691,22.52285284
404,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0259288,22.52239558
405,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0267885,22.52193832
406,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0276482,22.52148105
407,0,729,561,223456776,5114,secondary,福荣路, ,F,0,0,F,F,0.01512784,1,0.012199396,114.0285079,22.52102379
